debugtouV0:debugwzYEn,0,1605014871017,"{""type"": ""platformInfo"", ""navigator"": {}}"
debugtouV0:debugwzYEn,1,1605014871080,"{""type"": ""loadViewer"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,2,1605014871081,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 0, ""step"": ""instructions/instruct-general.html""}"
debugtouV0:debugwzYEn,3,1605014878346,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,4,1605014878348,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 1, ""step"": ""instructions/instruct-flythrough.html""}"
debugtouV0:debugwzYEn,5,1605014879279,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,6,1605014879281,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 2, ""step"": ""instructions/replay.html""}"
debugtouV0:debugwzYEn,7,1605014890238,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,8,1605014890240,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 3, ""step"": ""instructions/instruct-training.html""}"
debugtouV0:debugwzYEn,9,1605014891187,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,10,1605014891189,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 4, ""step"": ""training""}"
debugtouV0:debugwzYEn,11,1605014937952,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,12,1605014937954,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 5, ""step"": ""instructions/instruct-task.html""}"
debugtouV0:debugwzYEn,13,1605014939067,"{""type"": ""finishStep"", ""phase"": ""TEST""}"
debugtouV0:debugwzYEn,14,1605014939069,"{""type"": ""runStep"", ""phase"": ""TEST"", ""iStep"": 6, ""step"": ""viewer""}"
debugtouV0:debugwzYEn,15,1605014939087,"{""phase"": ""TEST"", ""event"": ""setEpisode"", ""data"": {""episode"": {""startState"": {""position"": [-6.021502494812012, -0.2089587301015854, -5.8959455490112305], ""rotation"": [0, 0.24758604531708295, 0, -0.9688659092796316]}, ""episodeID"": ""1"", ""sceneID"": ""empty_house.glb"", ""objects"": [{""object"": ""cheezit box"", ""objectHandle"": ""/data/objects/cracker_box.phys_properties.json"", ""objectIcon"": ""/data/test_assets/objects/cracker_box.png"", ""objectId"": 0, ""isReceptacle"": false, ""position"": [2.709096670150757, -0.2089587301015854, -2.5390472412109375], ""rotation"": [0, 0.8923698402555562, 0, 0.45130485063011805], ""motionType"": ""DYNAMIC"", ""simObjectId"": 0, ""prevObjectId"": 0}, {""object"": ""red plate"", ""objectHandle"": ""/data/objects/plate.phys_properties.json"", ""objectIcon"": ""/data/test_assets/objects/plate.png"", ""objectId"": 1, ""isReceptacle"": true, ""position"": [-0.12649428844451904, -0.2089587301015854, -7.921686172485352], ""rotation"": [0, 0.9649910918974629, 0, 0.26228265775407694], ""motionType"": ""DYNAMIC"", ""simObjectId"": 1, ""prevObjectId"": 1}], ""task"": {""instruction"": ""Place the cheezit box on the red plate"", ""type"": ""arrangement"", ""goals"": {""objectToReceptacleMap"": {""1"": [0]}}}}}}"
debugtouV0:debugwzYEn,16,1605014939087,"{""phase"": ""TEST"", ""event"": ""simReset"", ""data"": {}}"
debugtouV0:debugwzYEn,17,1605014939192,"{""phase"": ""TEST"", ""event"": ""stepPhysics"", ""data"": {""step"": 0.1, ""objectStates"": [{""objectId"": 0, ""translation"": [2.709096670150757, -0.04887276142835617, -2.5390472412109375], ""rotation"": [0, 0.8923698663711548, 0, 0.4513048231601715], ""motionType"": 3, ""objectHandle"": ""/data/objects/cracker_box.phys_properties.json""}, {""objectId"": 1, ""translation"": [-0.1505773961544037, -0.17489439249038696, -7.87237548828125], ""rotation"": [0.015678424388170242, 0.9628989100456238, 0.033763427287340164, 0.2672826945781708], ""motionType"": 3, ""objectHandle"": ""/data/objects/plate.phys_properties.json""}], ""objectUnderCrosshair"": -1, ""totalTime"": 4}}"
